target_horizon_days,ma_window,adaptive_band_selection_corr,adaptive_band_evaluation_corr,adaptive_band_selection_diracc,adaptive_band_evaluation_diracc,adaptive_band_coef,raw_zscore_selection_corr,raw_zscore_evaluation_corr,raw_zscore_selection_diracc,raw_zscore_evaluation_diracc,raw_zscore_coef,evaluation_corr_gap_adaptive_minus_raw
43,10,0.051843202723294145,0.046086125664034604,0.79,0.8939393939393939,-0.0071612557915178565,0.2532852210896464,0.1412438206685983,0.79,0.8939393939393939,-0.01192600177125491,-0.0951576950045637
44,10,0.05432146183778317,0.038390480779965444,0.7989949748743719,0.9035532994923858,-0.007497113061439353,0.2645407214924368,0.13432748043616727,0.7989949748743719,0.9035532994923858,-0.012477516092706165,-0.09593699965620182
14,10,0.0226654255544135,-0.02882055877443128,0.6899563318777293,0.7709251101321586,-0.001911752880005625,0.23286840990352164,0.06887611673834781,0.6899563318777293,0.7709251101321586,-0.006493137347976922,-0.0976966755127791
58,10,0.05563760282033399,-0.039632140729507194,0.9081081081081082,0.9617486338797814,-0.007585926605229464,0.24802684324124485,0.06035866918763341,0.9081081081081082,0.9617486338797814,-0.011848075268800412,-0.0999908099171406
60,10,0.08678753231212756,-0.06407495954552712,0.9453551912568307,0.9668508287292817,-0.011699386802758373,0.3090570730586134,0.03595263336705598,0.9453551912568307,0.9668508287292817,-0.01483304855927383,-0.1000275929125831
59,10,0.07301900319653946,-0.05107769808523465,0.9293478260869565,0.967032967032967,-0.009905459801800747,0.2819942129724448,0.05042223860955065,0.9293478260869565,0.967032967032967,-0.013556350654035267,-0.1014999366947853
21,10,0.016001310208883655,-0.02334960152971412,0.7297297297297297,0.7909090909090909,0.0015368627959390494,0.12741743843528425,0.07890322740320829,0.7297297297297297,0.7909090909090909,-0.003889140601562367,-0.10225282893292241
41,10,0.025168592318023125,0.039104232894925865,0.8267326732673267,0.905,-0.003486748831013429,0.2410770172598213,0.14240607116212506,0.8267326732673267,0.905,-0.011344948613759181,-0.10330183826719919
23,10,0.028482147847729157,-0.030172774904894464,0.7681818181818182,0.8348623853211009,0.00279473079984788,0.05187369531662181,0.07356693163913566,0.7681818181818182,0.8348623853211009,-0.001617152805279361,-0.10373970654403013
40,10,0.011292972728076,0.009262766979152393,0.8177339901477833,0.8955223880597015,-0.0015630720980960204,0.22279354434521068,0.11924327598037418,0.8177339901477833,0.8955223880597015,-0.010457509288847922,-0.10998050900122179
63,10,0.0773659473725549,-0.1270294672579356,0.9555555555555556,0.9719101123595506,-0.01002480024363679,0.34659061833102045,-0.016979979280185378,0.9555555555555556,0.9719101123595506,-0.01598857791935033,-0.11004948797775022
64,10,0.08468049307120284,-0.12781058717375518,0.9608938547486033,0.9661016949152542,-0.010792911893946752,0.35793779834828454,-0.017687689097873042,0.9608938547486033,0.9661016949152542,-0.01623947369008248,-0.11012289807588213
9,10,0.01292528817042422,-0.03419506598854408,0.6324786324786325,0.7155172413793104,0.000884080504663952,0.09741393666708542,0.07930862943917534,0.6324786324786325,0.7155172413793104,-0.002255809383566259,-0.11350369542771942
72,10,0.06092251640422256,0.004230076994078618,0.9883040935672515,0.9704142011834319,-0.006844112260913894,0.2792095977302028,0.12634747661324242,0.9883040935672515,0.9704142011834319,-0.011330176656075549,-0.12211739961916379
22,10,0.00884273604968921,-0.04713743241737395,0.7375565610859729,0.8036529680365296,0.0008564038715281724,0.09050012915873563,0.0866626706236561,0.7375565610859729,0.8036529680365296,-0.0027850260289456127,-0.13380010304103004
74,10,0.038638257221552924,0.003425641572899392,0.9940828402366864,0.9820359281437125,-0.004303384003316287,0.28622623060855307,0.14393509594912146,0.9940828402366864,0.9820359281437125,-0.011518349709006736,-0.14050945437622206
73,10,0.0514669599292365,-0.0005824118183446333,1.0,0.9642857142857143,-0.005735525317474052,0.27653304673364787,0.1403514763293097,1.0,0.9642857142857143,-0.011128743134932844,-0.14093388814765434
75,10,0.04208476023808298,0.0009210303226555418,0.9940476190476191,0.9759036144578314,-0.004662884987832877,0.28353994367808577,0.1433943492032077,0.9940476190476191,0.9759036144578314,-0.011387948056496011,-0.14247331888055217
76,10,0.016416162671557474,-0.010770970998596582,1.0,0.9757575757575757,-0.0018840391055664988,0.27536081992834954,0.1494824459228258,1.0,0.9757575757575757,-0.011050836362770744,-0.1602534169214224
77,10,0.01547730637011367,-0.017441627863011587,0.9939759036144579,0.9634146341463414,-0.0018821343439457635,0.2691516718616848,0.15093426994276654,0.9939759036144579,0.9634146341463414,-0.010804062630307662,-0.16837589780577814
84,10,0.053493213964723445,0.007171751889614397,1.0,0.9745222929936306,-0.006080381233027872,0.3812194028658069,0.17612280325411533,1.0,0.9745222929936306,-0.014531066507068313,-0.16895105136450095
8,10,0.03397283927633802,-0.07317816083628872,0.625531914893617,0.7296137339055794,0.0021934255582301367,0.06675805093654695,0.09609123594593813,0.625531914893617,0.7296137339055794,-0.0014485458437217247,-0.16926939678222686
83,10,0.0744737778666967,-0.009602014460057531,1.0,0.9810126582278481,-0.008591811381651725,0.36744497367446194,0.16845629586048141,1.0,0.9810126582278481,-0.01412226027747037,-0.17805831032053895
85,10,0.03931334910016528,0.008720401781896026,1.0,0.9807692307692307,-0.0044033639857346,0.4009343873511744,0.18750696342202303,1.0,0.9807692307692307,-0.015094440161025322,-0.178786561640127
97,10,0.043071448802974754,0.0934814744509961,1.0,1.0,-0.0041162811619504395,0.37612263097351073,0.2735877557415857,1.0,1.0,-0.01221237380624501,-0.18010628129058964
86,10,0.054500589046423666,0.014327876565011223,1.0,0.9870967741935484,-0.006003581566440623,0.405702421388556,0.19571813564238077,1.0,0.9870967741935484,-0.015024512603304584,-0.18139025907736955
